mode,op,element_type,analysis,n,sparsity,select-matrix-repr,mean_ns,std_ns
naive,exp,double,min max,1024,0.05,False,10553955.6,89808.32787689843
naive,exp,double,min max,1024,0.1,False,11237334.2,232023.31020385755
naive,exp,double,min max,1024,0.2,False,12082265.3,105391.17521463567
naive,exp,double,min max,1024,0.25,True,12449832.9,722230.7531098742
naive,exp,double,min max,1024,1.0,True,10230504.6,340978.2886037697
naive,exp,double,min max,2048,0.001,False,31981415.3,788593.3521967452
naive,exp,double,min max,2048,0.01,False,31720493.9,421351.78432053677
naive,exp,double,min max,2048,0.05,False,32541058.1,490443.82390317286
naive,exp,double,min max,2048,0.1,False,34006756.9,518348.08911568014
naive,exp,double,min max,2048,0.2,False,37600792.5,1029426.5656835084
naive,exp,double,min max,2048,0.25,True,38595467.1,600740.27645406
naive,exp,double,min max,2048,1.0,True,34394686.3,1297259.4455266134
naive,exp,double,min max,4096,0.001,False,127186984.1,1149296.486625379
naive,exp,double,min max,4096,0.01,False,129548342.9,4602025.2438085815
naive,exp,double,min max,4096,0.05,False,132045184.2,3928514.353262473
naive,exp,double,min max,4096,0.1,False,136982607.8,3624248.5576136806
naive,exp,double,min max,4096,0.2,False,150532838.6,5102304.8854715135
naive,exp,double,min max,4096,0.25,True,154605507.8,1306616.7445182605
naive,exp,double,min max,4096,1.0,True,123814591.0,3439864.254068334
